author,name,rank,date,duration,id,popularity,album_Name,albumType,releaseDate,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timeSig
Beyonce Featuring Jay Z,Drunk In Love,35,2014,323480,6jG2YzhxptolDzLHTGLt7S,75,BEYONCÉ [Platinum Edition],album,2014-11-24,True,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,4
Nicki Minaj,Anaconda,36,2014,260239,794F99D5BQHS5ZGRXAs7I5,69,The Pinkprint (Deluxe),album,2014-12-15,True,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,4
Ariana Grande Featuring Zedd,Break Free,37,2014,214840,12KUFSHFgT0XCoiSlvdQi4,78,My Everything (Deluxe),album,2014-08-25,False,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,4
Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Bailando,38,2014,243413,32lm3769IRfcnrQV11LO4E,71,SEX AND LOVE (Deluxe),album,2014-01-01,False,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,4
Ellie Goulding,Burn,39,2014,231213,5lF0pHbsJ0QqyIrLweHJPW,77,Halcyon Nights,album,2012-10-12,False,0.555,0.772,1,-5.007,1,0.0523,0.315,0,0.105,0.346,86.921,4
Jason Derulo Featuring Snoop Dogg,Wiggle,40,2014,193295,2sLwPnIP3CUVmIuHranJZU,59,Talk Dirty,album,2013-09-10,False,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,4
Clean Bandit Featuring Jess Glynne,Rather Be,41,2014,227833,3s4U7OHV7gnj42VV72eSZ6,76,Rather Be (feat. Jess Glynne),single,2014-01-17,False,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4
Jeremih Featuring YG,Don't Tell 'Em,42,2014,266840,0Dc7J9VPV4eOInoxUiZrsL,76,Late Nights: The Album,album,2015-12-04,True,0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,4
Kid Ink Featuring Chris Brown,Show Me,43,2014,217800,4q6dqyGM25sKFU8nYAGRe4,71,My Own Lane (Expanded Edition),album,2014-01-06,True,0.711,0.508,7,-7.299,1,0.0502,0.0355,0,0.141,0.663,98.098,4
Miley Cyrus,Wrecking Ball,44,2014,221360,2vwlzO0Qp8kfEtzTsCXfyE,83,Bangerz (Deluxe Version),album,2013-10-04,False,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,4
Justin Timberlake,Not A Bad Thing,45,2014,688453,3nB82yGjtbQFSU0JLAwLRH,58,The 20/20 Experience - 2 of 2 (Deluxe),album,2013-09-27,True,0.308,0.563,0,-9.169,1,0.0719,0.527,4.58e-06,0.134,0.109,85.901,4
Katy Perry,Roar,46,2014,223546,27tNWlhdAryQY04Gb2ZhUI,81,PRISM,album,2013-01-01,False,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,4
Paramore,Ain't It Fun,47,2014,296520,6Sq4PFJRvzF8Uh20GRutN0,0,Workout Songs,compilation,2023-10-17,False,0.606,0.893,9,-3.681,1,0.0987,0.154,4.18e-05,0.021,0.671,103.985,4
Aloe Blacc,The Man,48,2014,254880,2stPxcgjdSImK7Gizl8ZUN,61,Lift Your Spirit,album,2014-01-01,False,0.308,0.769,11,-7.256,0,0.065,0.0331,0,0.214,0.488,81.853,4
Florida Georgia Line Featuring Luke Bryan,This Is How We Roll,49,2014,220906,2TR7A4ulH9R1PNwMyd8o8U,73,Here's To The Good Times...This Is How We Roll,album,2013-01-01,False,0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,4
MKTO,Classic,50,2014,175426,6FE2iI43OZnszFLuLtvvmg,83,MKTO,album,2012,False,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4
Coldplay,A Sky Full Of Stars,51,2014,267866,0FDzzruyVECATHXKHFs9eJ,87,Ghost Stories,album,2014-05-19,False,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
Ed Sheeran,Don't,52,2014,219946,2cksIy7Ig8RKFMnVXATTpS,0,"Si estás preocupado, no te preocupes",compilation,2023-10-20,True,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4
Trey Songz,Na Na,53,2014,231906,5maiP9UMnTSgoxPX8X3bdz,63,Trigga,album,2014-07-01,False,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,4
Bobby Shmurda,Hot Boy,54,2014,194561,0rFke7eNFHbGuGJUdRgjB2,40,Hot Boy,single,2014-07-25,False,0.859,0.5,9,-7.628,1,0.347,0.042,1.6e-05,0.0616,0.186,83.981,4
Drake Featuring Majid Jordan,"Hold On, We're Going Home",55,2014,227880,2aSC2xhRxOLiiZZVjhbylH,76,Nothing Was The Same,album,2013-01-01,False,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,4
Ed Sheeran,Sing,56,2014,235382,6K8qKeWo5MsFED7wCR6Kop,71,x (Deluxe Edition),album,2014-06-21,False,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4
Imagine Dragons,Radioactive,57,2014,186813,4G8gkOterJn0Ywt6uhqbhp,75,Night Visions,album,2012-09-04,False,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4
YG Featuring Jeezy & Rich Homie Quan,My Hitta,58,2014,236093,5G47DlluL671zo0k3OhoSm,32,My Hitta,single,2013-01-01,False,0.764,0.504,10,-6.781,0,0.106,0.135,0,0.143,0.678,85.545,4
Echosmith,Cool Kids,59,2014,237626,13P5rwmk2EsoFRIz9UCeh9,75,Talking Dreams (Deluxe Edition),album,2013-10-04,False,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4
Avicii,Hey Brother,60,2014,255093,4lhqb6JvbHId48OUJGwymk,81,True,album,2013-01-01,False,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4
Jason Derulo,Trumpets,61,2014,217419,5KONnBIQ9LqCxyeSPin26k,65,Talk Dirty,album,2013-09-10,False,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,4
Maroon 5,Animals,62,2014,231013,2bL2gyO6kBdLkNSkxXNh6x,82,V,album,2014-09-02,False,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,4
Jason Aldean,Burnin' It Down,63,2014,219160,5HJqpDspKDKwQpLjvkcIsD,68,"Old Boots, New Dirt",album,2014-10-07,False,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,4
Luke Bryan,Play It Again,64,2014,226866,03fT3OHB9KyMtGMt2zwqCT,78,Crash My Party,album,2013-01-01,False,0.506,0.886,11,-3.225,1,0.0655,0.0916,0,0.0734,0.595,143.935,4
Tinashe Featuring ScHoolboy Q,2 On,65,2014,227000,3jVtllWS5CFFWLQng8sKsr,75,Aquarius,album,2014-10-01,True,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,4
Florida Georgia Line,Dirt,66,2014,230586,5CXnIPD6rTjszYYQm6fY2P,62,Anything Goes,album,2014-10-14,False,0.547,0.878,2,-4.224,1,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,4
OneRepublic,Love Runs Out,67,2014,224226,5BJSZocnCeSNeYMj3iVqM7,64,Native,album,2014-01-01,False,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022,4
Brantley Gilbert,Bottoms Up,68,2014,220200,0HZUp8fm9fh1Mitqx4CIOr,68,Just As I Am,album,2014-01-01,False,0.474,0.857,7,-5.734,1,0.0435,0.113,0,0.134,0.545,170.006,4
Becky G,Shower,69,2014,206166,3DmW6y7wTEYHJZlLo1r6XJ,80,Shower,single,2014-04-23,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4
Rixton,Me And My Broken Heart,70,2014,193733,1oew3nFNY3vMacJAsvry0S,80,Let The Road,album,2014-01-01,False,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4
Martin Garrix,Animals,71,2014,176117,4g6m1iaAsgdgDqgxGtvY0C,70,Animals,single,2013-06-17,False,0.595,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.019,4
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,72,2014,269693,7DTlsMOQjGysXHpwwpHuPl,69,Lifestyle,single,2014-06-05,True,0.546,0.667,1,-5.236,1,0.274,0.0152,0,0.0895,0.471,87.666,4
Kenny Chesney,American Kids,73,2014,182960,1dgWTMoHwTUnQhOQ8SR5fV,77,The Big Revival,album,2014-09-22,False,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,4
Sara Bareilles,Brave,74,2014,220573,6Uy6K3KdmUdAfelUp0SeXn,71,The Blessed Unrest,album,2013-07-16,False,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4
The Neighbourhood,Sweater Weather,75,2014,240400,2QjOHCTQ1Jl3zawyYOpxh6,93,I Love You.,album,2013-04-19,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
Sam Hunt,Leave The Night On,76,2014,192160,3wx2kQWPn9p5UppQbNhPAk,65,Montevallo,album,2014-10-27,False,0.514,0.951,9,-3.813,1,0.0603,0.0951,0,0.349,0.838,171.96,4
Chris Brown Featuring Usher & Rick Ross,New Flame,77,2014,244226,3fBbfrWZUuWWrMQXFISr7N,77,X (Expanded Edition),album,2014-09-16,True,0.702,0.629,1,-4.292,1,0.041,0.0506,0,0.0963,0.446,141.967,4
Michael Jackson & Justin Timberlake,Love Never Felt So Good,78,2014,251025,5IqInwwsuETolsprfOFwzR,37,Love Never Felt So Good (David Morales and Eric Kupper Def Mix),single,2014-07-08,False,0.673,0.877,0,-5.131,1,0.0349,0.112,1.32e-05,0.6,0.819,121.994,4
Dierks Bentley,Drunk On A Plane,79,2014,254466,1soxUgYIZb1qx1c7o1Lc7z,72,RISER,album,2014-01-01,False,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,4
Katy Perry,Birthday,80,2014,215040,2DWaPZC6QzsL0WDTtI89Wa,0,The Birthday Party Mix,compilation,2023-10-25,False,0.719,0.675,11,-5.122,1,0.0675,0.09,3.06e-06,0.0984,0.824,126.04,4
Lady Antebellum,Bartender,81,2014,198266,6olKv2HP3XgBpvVxAswowe,65,747,album,2014-09-30,False,0.631,0.937,11,-3.858,0,0.034,0.0198,7.38e-06,0.327,0.654,101.011,4
Naughty Boy Featuring Sam Smith,La La La,82,2014,222200,36pLU2ywVeBKEF0rrKtmCB,65,Hotel Cabana (Deluxe Version),album,2014-01-01,False,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,4
Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,83,2014,263826,0n4bITAu0Y0nigrz3MFJMb,78,Blurred Lines (Deluxe),album,2013-01-01,True,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4
Lady Gaga Featuring R. Kelly,Do What U Want,84,2014,216573,5XKXMWPACPq51OiqzxenZo,62,Do What U Want,single,2013-10-21,True,0.778,0.801,9,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97.47,4
Shakira Featuring Rihanna,Can't Remember To Forget You,85,2014,206866,7o1Pm9jpH0wFpN5g793Lnq,76,Shakira. (Expanded Edition) [Spanish Version],album,2014-03-13,False,0.694,0.81,11,-3.556,0,0.0661,0.122,0,0.141,0.824,137.968,4
5 Seconds Of Summer,Amnesia,86,2014,237247,1JCCdiru7fhstOIF4N7WJC,66,5 Seconds Of Summer,album,2014-06-27,False,0.572,0.499,2,-5.237,1,0.0311,0.0283,0,0.213,0.108,101.593,4
T.I. Featuring Iggy Azalea,No Mediocre,87,2014,202213,0SqUFLaRXwufRUsJ0t4dXB,57,Paperwork (Deluxe Explicit),album,2014-10-17,True,0.781,0.495,1,-7.449,1,0.0432,0.0957,0,0.0778,0.195,95.466,4
KONGOS,Come With Me Now,88,2014,211960,2kWowW0k4oFymhkr7LmvzO,69,Lunatic,album,2014-01-27,False,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,4
Lil Wayne Featuring Drake,Believe Me,89,2014,337640,6t2eIONH4Sax3R21QWiKNp,63,Believe Me,single,2014-05-28,True,0.844,0.491,10,-8.807,0,0.17,0.272,0,0.111,0.196,91.935,4
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,90,2014,252520,20FZrLl9zSbO9b3DhaqO6M,72,23,single,2013-01-01,True,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,4
Jake Owen,Beachin',91,2014,191040,5dNGORzxFb5z3v7vSAFkTU,62,Days of Gold,album,2013-12-02,False,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,4
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,92,2014,220319,1o1Pny4JcE3LdUBeBedbm6,67,The Heist,album,2012-10-09,True,0.768,0.782,7,-5.545,1,0.141,0.0545,0,0.338,0.842,116.492,4
5 Seconds Of Summer,She Looks So Perfect,93,2014,202496,1gugDOSMREb34Xo0c1PlxM,74,5 Seconds Of Summer,album,2014-06-27,False,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,4
Zedd Featuring Hayley Williams,Stay The Night,94,2014,217346,2QtJA4gbwe1AcanB2p21aP,66,Clarity (Deluxe),album,2012,False,0.596,0.738,8,-3.109,1,0.0411,0.109,0,0.0947,0.461,127.961,4
Beyonce,Partition,95,2014,319466,5hgnY0mVcVetszbb85qeDg,74,BEYONCÉ [Platinum Edition],album,2014-11-24,True,0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,4
ScHoolboy Q Featuring BJ The Chicago Kid,Studio,96,2014,278066,29gsi1zZrZxdStACmTQB0Z,71,Oxymoron (Deluxe),album,2014-01-01,True,0.709,0.589,8,-7.776,0,0.0433,0.0507,0,0.0585,0.58,133.922,3
Drake,0 To 100 / The Catch Up,97,2014,275226,4jtyUzZm9WLc2AdaJ1dso7,73,0 To 100 / The Catch Up,single,2013-07-14,True,0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,4
Lee Brice,I Don't Dance,98,2014,221173,5aj0xPGiEUN3aI2oOYu14S,69,I Don't Dance (Deluxe Edition),album,2014-09-09,False,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,4
Miranda Lambert Duet With Carrie Underwood,Somethin' Bad,99,2014,169586,6s9m5J92By7jii22Q2XtY2,68,Platinum,album,2014-06-02,False,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,4
Miley Cyrus,Adore You,100,2014,278746,5AnCLGg35ziFOloEnXK4uu,71,Bangerz (Deluxe Version),album,2013-10-04,False,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759,4
Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,2015,269666,32OlwWuMpZ6b0aN2RZOeMS,86,Uptown Special,album,2015-01-12,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4
Ed Sheeran,Thinking Out Loud,2,2015,281560,34gCuhDGsG4bRPIf9bb02f,85,x (Deluxe Edition),album,2014-06-21,False,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4
Wiz Khalifa Featuring Charlie Puth,See You Again,3,2015,229525,2JzZzZUQj3Qff7wapcbKjc,85,See You Again (feat. Charlie Puth),single,2015,False,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4
Fetty Wap,Trap Queen,4,2015,222093,2d8JP84HNLKhmd6IYOoupQ,77,Fetty Wap (Deluxe),album,2015-09-25,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,4
Maroon 5,Sugar,5,2015,235493,2iuZJX9X9P0GKaE93xcPjk,83,V,album,2014-09-02,True,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
WALK THE MOON,Shut Up And Dance,6,2015,199080,4kbj5MwxO1bq9wjT5g9HaA,86,TALKING IS HARD,album,2014-12-02,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
Taylor Swift,Blank Space,7,2015,231826,1p80LdxRV74UKvL8gnD7ky,83,1989,album,2014-10-27,False,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,4
Silento,Watch Me,8,2015,185142,5RIVoVdkDLEygELLCniZFr,67,Watch Me (Whip / Nae Nae),single,2015-05-04,False,0.821,0.759,8,-8.541,1,0.121,0.247,0,0.321,0.962,140.01,4
The Weeknd,Earned It (Fifty Shades Of Grey),9,2015,277680,4frLb7nWtsz2ymBE6k2GRP,76,Beauty Behind The Madness,album,2015-08-28,True,0.659,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.406,119.829,3
The Weeknd,The Hills,10,2015,242253,7fBv7CLKzipRk6EC6TWHOB,89,Beauty Behind The Madness,album,2015-08-28,True,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
OMI,Cheerleader,11,2015,180560,023OVLNzXhX0j7CxswUt6D,70,Me 4 U,album,2015-10-16,False,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,4
The Weeknd,Can't Feel My Face,12,2015,213520,22VdIZQfgXJea34mQxlt81,86,Beauty Behind The Madness,album,2015-08-28,False,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4
Ellie Goulding,Love Me Like You Do,13,2015,252534,3zHq9ouUJQFQRf3cm1rRLu,80,Delirium (Deluxe),album,2015-11-06,False,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,4
Hozier,Take Me To Church,14,2015,241693,1CS7Sd1u5tWkstBhpssyjP,81,Hozier (Expanded Edition),album,2014-09-19,False,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
Taylor Swift Featuring Kendrick Lamar,Bad Blood,15,2015,211933,273dCMFseLcVsoSWx59IoE,76,1989,album,2014-10-27,False,0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,4
Major Lazer & DJ Snake Featuring MO,Lean On,16,2015,230698,5kISWfzPFTvhb7eUs35nMW,40,Lean On (Remixes),single,2015-07-10,False,0.781,0.746,5,-4.463,0,0.0675,0.0259,0,0.0572,0.34,98.008,4
Jason Derulo,Want To Want Me,17,2015,207719,7oGZAicScQt96OAW4AruYy,78,Everything Is 4,album,2015-05-29,False,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,4
Taylor Swift,Shake It Off,18,2015,219200,5xTtaWoae3wi06K5WfVUUH,79,1989,album,2014-10-27,False,0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,4
Skrillex & Diplo With Justin Bieber,Where Are U Now,19,2015,250285,66hayvUbTotekKU3H4ta1f,76,Skrillex and Diplo present Jack Ü,album,2015-02-24,False,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4
Rachel Platten,Fight Song,20,2015,204013,37f4ITSlgPX81ad2EvmVQr,79,Wildfire,album,2016-01-01,False,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,4
Fetty Wap Featuring Remy Boyz,679,21,2015,196693,5NQbUaeTEOGdD6hHcre0dZ,76,679 (feat. Remy Boyz),single,2015-06-29,True,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,4
Meghan Trainor,Lips Are Movin,22,2015,182666,6gj08XDlv9Duc2fPOxUmVD,72,Title (Deluxe),album,2015-01-09,False,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,4
Fifth Harmony Featuring Kid Ink,Worth It,23,2015,224573,41Fflg7qHiVOD6dEPvsCzO,76,Reflection (Deluxe),album,2015-01-30,False,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,4
Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,24,2015,226580,0fgZUSa7D7aVvv3GfO0A1n,71,Sex Playlist,album,2014-12-02,True,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,4
Andy Grammer,"Honey, I'm Good.",25,2015,199263,4MflGTO2ZTcSQ12bWcyRgI,75,Magazines Or Novels,album,2014-08-05,False,0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014,4
Sam Smith,I'm Not The Only One,26,2015,223314,5RYtz3cpYb28SV8f1FBtGc,49,In The Lonely Hour (Drowning Shadows Edition),album,2015-11-06,False,0.709,0.517,5,-7.047,1,0.0535,0.49,0,0.0729,0.559,82.034,4
Selena Gomez Featuring A$AP Rocky,Good For You,27,2015,221280,578Eooad7oUyn4stovZiPg,66,Revival (Deluxe),album,2015-10-09,False,0.607,0.673,5,-6.484,0,0.0611,0.181,0,0.069,0.215,88.952,4
Meghan Trainor,All About That Bass,28,2015,187920,5jE48hhRu8E6zBDPRSkEq7,75,Title (Deluxe),album,2015-01-09,True,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,4
Taylor Swift,Style,29,2015,231000,4lIxdJw6W3Fg4vUIYCB0S5,83,1989,album,2014-10-27,False,0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,4
Drake,Hotline Bling,30,2015,267066,0wwPcA6wtMf6HUMpIRdeP7,81,Views,album,2016-05-06,False,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4
"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,31,2015,192560,5b2bu6yyATC1zMXDGScJ2d,63,Listen (Deluxe),album,2014-11-24,False,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,4
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,32,2015,187440,2NhfiyiNKiRPmZHpRRizgm,7,NOW That's What I Call Music! Vol. 54,compilation,2015-05-04,False,0.655,0.837,5,-4.004,1,0.0625,0.000659,0.00485,0.156,0.694,145.914,4
Justin Bieber,What Do You Mean?,33,2015,205680,4B0JvthVoAAuygILe3n4Bs,81,Purpose (Deluxe),album,2015-11-13,False,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4
Ed Sheeran,Photograph,34,2015,258986,1HNkqx9Ahdgi1Ixy2xkKkL,87,x (Deluxe Edition),album,2014-06-21,False,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4
Adele,Hello,35,2015,295502,62PaSfnXSMyLshYJrlTuL3,76,25,album,2015-11-20,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,4
Shawn Mendes,Stitches,36,2015,206880,5jsw9uXEGuKyJzs0boZ1bT,78,Handwritten,album,2015-04-14,False,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,4
Tove Lo,Talking Body,37,2015,238426,2tpfxAXiI52znho4WE3XFA,70,Queen Of The Clouds,album,2014-09-24,True,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,4
Nick Jonas,Jealous,38,2015,222186,5NQJnRpJHRaupdegphntQT,72,Nick Jonas X2,album,2015-11-20,True,0.684,0.71,11,-3.614,0,0.0779,0.0132,0,0.444,0.451,93.007,4
Pitbull & Ne-Yo,Time Of Our Lives,39,2015,211880,0peuBPX1WVjq3yY5dtR6zq,36,NOW That's What I Call Music! Vol. 54,compilation,2015-05-04,False,0.725,0.812,1,-5.582,1,0.0639,0.103,0,0.69,0.776,123.982,4
R. City Featuring Adam Levine,Locked Away,40,2015,227480,7x5xYW5W42OGPAdHUyyguy,81,What Dreams Are Made Of,album,2015-10-09,False,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,5
Natalie La Rose Featuring Jeremih,Somebody,41,2015,189906,7ioiB40H9xKs04QtIso2I3,68,Somebody,single,2014-01-06,False,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,4
Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,42,2015,188238,78TTtXnFQPzwqlbtbwqN0y,81,FourFiveSeconds,single,2015-01-24,False,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4
Fall Out Boy,Centuries,43,2015,228360,04aAxqtGp5pv12UXAg4pkq,82,American Beauty/American Psycho,album,2015-01-20,False,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4
Fetty Wap Featuring Monty,My Way,44,2015,213053,1WoOzgvz6CgH4pX6a1RKGp,68,Fetty Wap (Deluxe),album,2015-09-25,True,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,4
Sam Hunt,Take Your Time,45,2015,243706,6DEaND0SHv3sC11xobZLiy,67,Montevallo,album,2014-10-27,False,0.558,0.719,11,-5.603,1,0.0419,0.101,0,0.212,0.483,158.031,4
Maroon 5,Animals,46,2015,231013,2bL2gyO6kBdLkNSkxXNh6x,82,V,album,2014-09-02,False,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,4
Big Sean Featuring E-40,I Don't F**k With You,47,2015,284413,7taXl2C2594pF4gjumrF4W,42,Dark Sky Paradise (Deluxe),album,2015-02-24,False,0.815,0.724,1,-5.658,1,0.0712,0.0385,0,0.334,0.366,97.957,4
Rihanna,B**** Better Have My Money,48,2015,219305,0NTMtAO2BV4tnGvw9EgBVq,79,Bitch Better Have My Money,single,2015-03-26,True,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,4
Rich Homie Quan,Flex (Ooh Ooh Ooh),49,2015,176744,4T0ScSPdQKmGvruK7pavNP,66,"Flex (Ooh, Ooh, Ooh) - Single",single,2015-02-10,True,0.726,0.607,2,-7.68,1,0.0498,0.0389,0,0.19,0.891,81.997,4
T-Wayne,Nasty Freestyle,50,2015,142212,0PT7nlpo11hYYyfnBgtilT,62,Nasty Freestyle,single,2015-05-04,True,0.779,0.472,11,-7.116,1,0.218,0.0577,0,0.114,0.412,135.051,4
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,51,2015,312026,4MRT0dDbhqFKl67WzhUbSw,73,The Pinkprint (Deluxe),album,2014-12-15,True,0.573,0.495,8,-7.245,0,0.592,0.405,0,0.0969,0.255,179.196,3
Sia,Elastic Heart,52,2015,257200,5S9lfZu1YF8xKkgSsqL2Bd,70,1000 Forms Of Fear (Deluxe Version),album,2015-05-04,False,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4
Demi Lovato,Cool For The Summer,53,2015,214739,3uwnnTQcHM1rDqSfA4gQNz,82,Confident,album,2015-01-01,True,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4
