author,name,rank,date,duration,id,popularity,album_Name,albumType,releaseDate,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timeSig
X Ambassadors,Renegades,54,2015,195200,0fYVliAYKHuPmECRs1pbRf,80,VHS,album,2015-06-30,False,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4
Usher Featuring Juicy J,I Don't Mind,55,2015,251989,7aXuop4Qambx5Oi3ynsKQr,69,I Don't Mind (feat. Juicy J),single,2014-11-21,True,0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,112.974,4
Ariana Grande & The Weeknd,Love Me Harder,56,2015,236133,5J4ZkQpzMUFojo1CtAZYpn,82,My Everything (Deluxe),album,2014-08-25,False,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,4
Taylor Swift,Wildest Dreams,57,2015,220433,1Ov37jtRQ2YNAe8HzfczkL,87,Wildest Dreams (Taylor's Version),single,2021-09-17,False,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,4
Sam Smith,Stay With Me,58,2015,172723,5Nm9ERjJZ5oyfXZTECKmRt,86,In The Lonely Hour,album,2014-05-26,False,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4
DJ Snake & AlunaGeorge,You Know You Like It,59,2015,230786,4Z694eBT0HHpWb4cEwzVX0,21,And I was running far away,compilation,2021-05-14,False,0.676,0.708,5,-5.83,0,0.0598,0.0133,0,0.147,0.22,100.188,4
Fall Out Boy,Uma Thurman,60,2015,211573,5PUawWFG1oIS2NwEcyHaCr,70,American Beauty/American Psycho,album,2015-01-20,False,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963,4
Beyonce,7/11,61,2015,213506,02M6vucOvmRfMxTXDUwRXu,72,BEYONCÉ [Platinum Edition],album,2014-11-24,False,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,4
Selena Gomez,The Heart Wants What It Wants,62,2015,227373,6wJwkMo278iWVlWl1XQ4WA,75,The Heart Wants What It Wants,single,2014-01-01,False,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,4
Little Big Town,Girl Crush,63,2015,193320,11qh54D0PKkBwelpDxxiEU,71,Pain Killer,album,2014-10-21,False,0.5,0.225,0,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,3
Trey Songz,Slow Motion,64,2015,197854,4NYwy0R3NdvORX2B6OZXBT,71,Trigga Reloaded,album,2015-06-23,False,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,4
One Direction,Drag Me Down,65,2015,192120,2K87XMYnUMqLcX3zvtAF4G,81,Made In The A.M. (Deluxe Edition),album,2015-11-13,False,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,4
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,66,2015,220466,7e44z4wOjkllaD8eulUeMd,67,The Pinkprint (Deluxe Edition),album,2014-12-15,True,0.89,0.667,2,-6.862,1,0.0521,0.0579,2.97e-05,0.108,0.522,105.099,4
Ariana Grande,One Last Time,67,2015,197266,7xoUc6faLbCqZO6fQEYprd,85,My Everything (Deluxe),album,2014-08-25,False,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4
Nick Jonas,Chains,68,2015,203106,5Eg4TsPcqNbIjd8ADMZosg,61,Nick Jonas X2,album,2015-11-20,False,0.589,0.611,0,-5.881,0,0.0459,0.0151,0,0.0757,0.121,76.006,4
Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,69,2015,223973,0hy1SOTEn9ifXTzOwnCwEr,71,Dreams Worth More Than Money,album,2015-06-29,True,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,4
Rae Sremmurd,No Type,70,2015,200080,4scpF6J5uMBvoh6sFB7EL1,74,SremmLife,album,2015-01-06,True,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,4
Vance Joy,Riptide,71,2015,204280,3JvrhDOgAt6p7K8mDyZwRd,83,Dream Your Life Away (Special Edition),album,2014-09-09,False,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
Jidenna Featuring Roman GianArthur,Classic Man,72,2015,226000,3G7XYAwtxtoGK7fAm4IlD9,61,Classic Man (feat. Roman GianArthur),single,2015-02-03,True,0.79,0.585,8,-6.058,1,0.0348,0.185,0,0.292,0.585,94.072,4
Elle King,Ex's & Oh's,73,2015,202173,70eDxAyAraNTiD6lx2ZEnH,75,Love Stuff,album,2015-02-13,False,0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,4
Meghan Trainor,Dear Future Husband,74,2015,184226,3cU2wBxuV6nFiuf6PJZNlC,77,Title (Deluxe),album,2015-01-09,False,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,4
Charlie Puth Featuring Meghan Trainor,Marvin Gaye,75,2015,190453,7rl1z4j7MurMDnn9rHh4M2,62,Nine Track Mind,album,2016-01-29,False,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,4
Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,76,2015,225053,2YlZnw2ikdb837oKMKjBkW,80,Title (Deluxe),album,2015-01-09,False,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3
Tove Lo,Habits (Stay High),77,2015,209160,14OxJlLdcHNpgsm4DRwDOB,77,Queen Of The Clouds,album,2014-01-01,False,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,4
James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,78,2015,218506,416MsJxvxSKY96DCmbJIRs,67,The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score),album,2014-11-24,False,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,4
O.T. Genasis,CoCo,79,2015,239573,2JI71GHwq2LN8mtq3iCLYo,63,CoCo,single,2014-11-10,True,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,4
"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,80,2015,224680,1z3Q0Vv26kdsSc8KshjNWX,36,Bang Bang (Remixes),single,2014-09-30,False,0.691,0.867,8,-4.448,1,0.043,0.0367,0.00119,0.361,0.192,150.042,4
Sam Smith,Lay Me Down,81,2015,253208,74sb4Gib0cL3TQeCjYF8vh,72,In The Lonely Hour,album,2014-05-26,False,0.417,0.332,4,-9.482,1,0.0494,0.773,1.95e-05,0.109,0.172,119.156,4
I LOVE MAKONNEN Featuring Drake,Tuesday,82,2015,321987,35rSpXB5bk9ega9jsjcRts,65,I LOVE MAKONNEN,album,2014-12-15,True,0.773,0.664,0,-5.603,1,0.211,0.218,0.000117,0.105,0.472,140.161,4
iLoveMemphis,Hit The Quan,83,2015,181080,4OjuzM3rTWp3q60mEldNSF,59,Hit the Quan,single,2015-10-09,False,0.741,0.488,8,-8.253,1,0.362,0.000235,0,0.0488,0.625,160.018,4
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,84,2015,292593,5pfJsMwoRYKampPay8amX0,69,This Unruly Mess I've Made,album,2016-02-26,True,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4
Sam Hunt,House Party,85,2015,190240,1TwLKNsCnhi1HxbIi4bAW0,73,Montevallo,album,2014-10-27,False,0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,4
Chris Brown & Tyga,Ayo,86,2015,247946,36Hwcla06Q5BCr59CL0sBp,60,Curtis,album,2007-01-01,True,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,4
Luke Bryan,Kick The Dust Up,87,2015,190586,5g15o2Sm55Hn9ShK5yEXgp,68,Kill The Lights (Deluxe),album,2015-08-07,False,0.597,0.86,1,-2.315,1,0.0461,0.196,0,0.087,0.818,172.064,4
Big Sean Featuring Drake,Blessings,88,2015,252040,1bzM1cd6oqFozdr4wK6HdR,65,Dark Sky Paradise,album,2015-02-24,True,0.79,0.621,1,-7.634,1,0.275,0.333,0,0.122,0.15,118.895,4
George Ezra,Budapest,89,2015,200733,2ixsaeFioXJmMgkkbd4uj1,83,Wanted on Voyage (Expanded Edition),album,2014-06-30,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.812,4
Sia,Chandelier,90,2015,216120,2s1sdSqGcKxpPr5lCl7jAV,73,1000 Forms Of Fear (Deluxe Version),album,2015-05-04,False,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5
Kelly Clarkson,Heartbeat Song,91,2015,198733,7FC9Lng8iXU081lbigu8m8,66,Piece By Piece (Deluxe Version),album,2015-02-27,False,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,4
Ed Sheeran,Don't,92,2015,219946,2cksIy7Ig8RKFMnVXATTpS,0,"Si estás preocupado, no te preocupes",compilation,2023-10-20,True,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4
Ella Henderson,Ghost,93,2015,213213,4z7gh3aIZV9arbL9jJSc5J,58,Chapter One,album,2015-01-13,False,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,4
Alessia Cara,Here,94,2015,199453,5zUQZjVB6bfewBXWqsP9PY,73,Know-It-All,album,2015-11-13,False,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,4
Mr. Probz,Waves,95,2015,208133,1HFfMOxCAT4GAwaPfCdmUs,79,Waves (Robin Schulz Radio Edit),single,2014-02-07,False,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4
Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),96,2015,206666,7hOfyNuj2dLc0HAEYVDIYS,50,Fénix,album,2017-01-20,False,0.736,0.719,8,-3.839,1,0.0357,0.256,0,0.0909,0.656,90.013,4
Ne-Yo Featuring Juicy J,She Knows,97,2015,214725,7seTcUFOhn5caSDbiSfsp0,72,Non-Fiction (Deluxe),album,2015-01-20,True,0.706,0.572,8,-5.799,0,0.0326,0.0262,0,0.585,0.574,139.982,4
One Direction,Night Changes,98,2015,226600,5O2P9iiztwhomNh8xkR9lJ,89,FOUR (Deluxe),album,2014-11-17,False,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4
Drake,Back To Back,99,2015,170637,5lFDtgWsjRJu8fPOAyJIAK,71,Back To Back,single,2015-07-31,True,0.893,0.48,1,-3.728,0,0.356,0.00855,0,0.116,0.382,86.976,4
Calvin Harris & Disciples,How Deep Is Your Love,100,2015,256560,6rMwYjoFvxKiaEH4If8ZpZ,47,How Deep Is Your Love (Remixes),single,2015-08-07,False,0.673,0.859,11,-3.007,0,0.056,0.00426,0.015,0.128,0.111,127.978,4
Justin Bieber,Love Yourself,1,2016,233720,50kpGaPAhYJ3sGmk6vplg0,86,Purpose (Deluxe),album,2015-11-13,False,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4
Justin Bieber,Sorry,2,2016,200786,09CtPGIpYB4BrO8qb1RGsF,84,Purpose (Deluxe),album,2015-11-13,False,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,4
Drake Featuring WizKid & Kyla,One Dance,3,2016,173986,1zi7xx7UVEFkmKfv06H8x0,90,Views,album,2016-05-06,False,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4
Rihanna Featuring Drake,Work,4,2016,219320,72TFWvU3wUYdUuxejTTIzt,81,ANTI (Deluxe),album,2016-01-28,True,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,4
twenty one pilots,Stressed Out,5,2016,202333,3CRDbSIZ4r5MsZ0YwxuEkn,88,Blurryface,album,2015-05-15,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
Desiigner,Panda,6,2016,247866,275a9yzwGB6ncAW4SxY7q3,69,Panda,single,2016-02-26,True,0.685,0.731,10,-5.503,0,0.414,0.0292,0,0.369,0.266,145.245,4
Adele,Hello,7,2016,295502,62PaSfnXSMyLshYJrlTuL3,76,25,album,2015-11-20,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,4
The Chainsmokers Featuring Daya,Don't Let Me Down,8,2016,254769,0OZjP4XoAOdXPhgSIypwqu,1,Lullaby Versions of Chainsmokers,album,2022-01-26,False,0.723,0.0401,8,-25.259,0,0.0447,0.994,0.944,0.0884,0.529,130.007,4
Justin Timberlake,Can't Stop The Feeling!,9,2016,237546,1WkMMavIMc4JZ8cfMmxHkI,76,TROLLS (Original Motion Picture Soundtrack),album,2016-09-23,False,0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,4
The Chainsmokers Featuring Halsey,Closer,10,2016,244960,7BKLCZ1jbUBVqRi2FVlTVw,86,Closer,single,2016-07-29,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
Sia Featuring Sean Paul,Cheap Thrills,11,2016,211666,3S4px9f4lceWdKf0gWciFu,72,This Is Acting (Deluxe Version),album,2016-10-21,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4
Lukas Graham,7 Years,12,2016,237300,5kqIPrATaCc2LqxVWzQGbk,85,Lukas Graham,album,2016-04-01,False,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,4
Rihanna,Needed Me,13,2016,191600,4pAl7FkDMNBsjykPXo91B3,84,ANTI (Deluxe),album,2016-01-28,True,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,4
Flo Rida,My House,14,2016,192190,6Knv6wdA0luoMUuuoYi2i1,78,My House,album,2015-04-07,False,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,4
Mike Posner,I Took A Pill In Ibiza,15,2016,197933,1MtUq6Wp1eQ8PC6BbPCj8P,71,"At Night, Alone.",album,2016-05-06,True,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,4
Fifth Harmony Featuring Ty Dolla $ign,Work From Home,16,2016,214480,4tCtwWceOPWzenK2HAIJSb,79,7/27 (Deluxe),album,2016-05-27,False,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,4
Calvin Harris Featuring Rihanna,This Is What You Came For,17,2016,222160,0azC730Exh71aQlOt9Zj3y,85,This Is What You Came For,single,2016-04-29,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
DNCE,Cake By The Ocean,18,2016,219146,76hfruVvmfQbw0eYn1nmeC,84,DNCE,album,2016-11-18,True,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,4
G-Eazy x Bebe Rexha,"Me, Myself & I",19,2016,251466,40YcuQysJ0KlGQTeGUosTC,79,When It's Dark Out,album,2015-12-04,True,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,4
twenty one pilots,Ride,20,2016,214506,2Z8WuEywRWYTKe1NybPQEW,85,Blurryface,album,2015-05-15,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,4
twenty one pilots,Heathens,21,2016,195920,6i0V12jOa3mr6uu4WYhUBr,86,Heathens,single,2016-06-16,False,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4
Zayn,Pillowtalk,22,2016,202746,0PDUDa38GO8lMxLCRc4lL1,80,Mind Of Mine (Deluxe Edition),album,2016-03-25,True,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,4
Shawn Mendes,Stitches,23,2016,206880,5jsw9uXEGuKyJzs0boZ1bT,78,Handwritten,album,2015-04-14,False,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,4
Drake,Hotline Bling,24,2016,267066,0wwPcA6wtMf6HUMpIRdeP7,81,Views,album,2016-05-06,False,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4
Major Lazer Featuring Justin Bieber & MO,Cold Water,25,2016,185360,7zsXy7vlHdItvUSH8EwQss,71,Cold Water,single,2016-07-22,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,4
Adele,Send My Love (To Your New Lover),26,2016,223078,0t7fVeEJxO2Xi4H2K5Svc9,77,25,album,2015-11-20,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4
The Chainsmokers Featuring Rozes,Roses,27,2016,226738,3vv9phIu6Y1vX3jcqaGz5Z,77,Roses,single,2015-06-16,False,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4
Shawn Mendes,Treat You Better,28,2016,187973,3QGsuHI8jO1Rx4JWLUh9jd,88,Illuminate,album,2017-04-20,False,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,4
Drake Featuring Rihanna,Too Good,29,2016,263373,3BtuIIrQlkujKPuWF2B85z,78,Views,album,2016-05-06,True,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,4
Future Featuring The Weeknd,Low Life,30,2016,313546,7EiZI6JVHllARrX9PUvAdX,83,EVOL,album,2016-04-13,True,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,4
Justin Bieber,What Do You Mean?,31,2016,205680,4B0JvthVoAAuygILe3n4Bs,81,Purpose (Deluxe),album,2015-11-13,False,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4
The Weeknd,The Hills,32,2016,242253,7fBv7CLKzipRk6EC6TWHOB,89,Beauty Behind The Madness,album,2015-08-28,True,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
P!nk,Just Like Fire,33,2016,215413,7K5dzhGda2vRTaAWYI3hrb,72,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",single,2016-04-15,False,0.632,0.702,7,-5.92,1,0.148,0.0114,0,0.108,0.523,162.958,4
D.R.A.M. Featuring Lil Yachty,Broccoli,34,2016,225205,3rZhRBdVQ2fTEM2ULOAwUL,62,Big Baby DRAM,album,2016-10-21,True,0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,4
Bryson Tiller,Don't,35,2016,194613,43PuMrRfbyyuz4QpZ3oAwN,82,T R A P S O U L,album,2015-10-02,True,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,4
Ariana Grande,Dangerous Woman,36,2016,235946,6RUhbFEhrvGISaQ8u2j2JN,73,Dangerous Woman,album,2016-05-20,False,0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134.049,3
Drake & Future,Jumpman,37,2016,205879,27GmP9AWRs744SzKcpJsTZ,74,What A Time To Be Alive,album,2015-09-20,True,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,4
gnash Featuring Olivia O'Brien,I Hate U I Love U,38,2016,251033,7vRriwrloYVaoAe3a9wJHe,79,us,album,2016-03-25,True,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,4
Alessia Cara,Here,39,2016,199453,5zUQZjVB6bfewBXWqsP9PY,73,Know-It-All,album,2015-11-13,False,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,4
Selena Gomez,Same Old Love,40,2016,229080,1BZG99C7Co1r6QUC3zaS59,69,Revival (Deluxe),album,2015-10-09,False,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,4
Drake,Controlla,41,2016,245226,3O8NlPh2LByMU9lSRSHedm,75,Views,album,2016-05-06,True,0.59,0.468,10,-11.083,0,0.185,0.0789,0,0.101,0.349,92.287,4
Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,42,2016,225053,2YlZnw2ikdb837oKMKjBkW,80,Title (Deluxe),album,2015-01-09,False,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3
Charlie Puth,One Call Away,43,2016,194453,7soJgKhQTO8hLP2JPRkL5O,68,Nine Track Mind,album,2016-01-29,False,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,4
James Bay,Let It Go,44,2016,260532,13HVjjWUZFaWilh2QUJKsP,72,Chaos And The Calm,album,2014-12-15,False,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4
Meghan Trainor,No,45,2016,213506,0l0CvurVUrr2w3Jj1hOVFc,79,Thank You (Deluxe Version),album,2017-05-12,False,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,4
Zara Larsson & MNEK,Never Forget You,46,2016,213427,6hmhG1b4LEyNuashVvuIAo,76,So Good,album,2017-03-17,False,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,4
DJ Snake Featuring Justin Bieber,Let Me Love You,47,2016,205946,0lYBSQXN6rCTvUZvg9S0lU,86,Encore,album,2016-08-05,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4
Kent Jones,Don't Mind,48,2016,198213,5c6vPEx6QTUTjmLiza1bpy,37,Don't Mind,single,2016-04-25,False,0.519,0.741,8,-4.015,1,0.298,0.0229,0,0.0753,0.775,106.366,5
Florida Georgia Line,H.O.L.Y.,49,2016,194186,0BCy325UZyR9z0t0uxwn2N,70,Dig Your Roots,album,2016-08-26,False,0.523,0.666,7,-4.081,0,0.0327,0.401,0,0.0728,0.564,78.077,4
Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,50,2016,217706,37FXw5QGFN7uwwsLy8uAc0,72,Nine Track Mind,album,2016-01-29,False,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
Ariana Grande,Into You,51,2016,244453,63y6xWR4gXz7bnUGOk8iI6,73,Dangerous Woman,album,2016-05-20,False,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,4
Kiiara,Gold,52,2016,225882,6ZSO7kPn8IMJFymyticbJO,64,low kii savage,single,2016-03-22,False,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,5
Bryson Tiller,Exchange,53,2016,194613,43PuMrRfbyyuz4QpZ3oAwN,82,T R A P S O U L,album,2015-10-02,True,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,4
Fetty Wap Featuring Remy Boyz,679,54,2016,196693,5NQbUaeTEOGdD6hHcre0dZ,76,679 (feat. Remy Boyz),single,2015-06-29,True,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,4
Jeremih,Oui,55,2016,238320,0PJIbOdMs3bd5AT8liULMQ,78,Late Nights: The Album,album,2015-12-04,False,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,5
Selena Gomez,Hands To Myself,56,2016,200680,1LoriJC05IrHIDwj3q0KC1,68,Revival (Deluxe),album,2015-10-09,False,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,4
Kevin Gates,2 Phones,57,2016,240000,0wdKiSBUT7aZkXUIdJWcwC,71,Islah (Deluxe),album,2016-01-29,True,0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,4
The Weeknd Featuring Daft Punk,Starboy,58,2016,230453,7MXVkk9YMctZqd1Srtv4MB,94,Starboy,album,2016-11-25,True,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4
DJ Khaled Featuring Drake,For Free,59,2016,183695,5TqBAOIBe0bQA0spNdcG3k,61,Major Key,album,2016-08-05,True,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,4
Flume Featuring Kai,Never Be Like You,60,2016,234909,5WI2ltQIdwgzf1SNE76JyR,72,Skin,album,2016-05-27,True,0.444,0.557,0,-5.476,1,0.0602,0.453,0,0.152,0.296,115.058,4
The Weeknd,In The Night,61,2016,235653,25KybV9BOUlvcnv7nN3Pyo,79,Beauty Behind The Madness,album,2015-08-28,True,0.505,0.68,7,-4.993,1,0.0714,0.0796,0,0.0465,0.539,168.022,3
Meghan Trainor,Me Too,62,2016,181240,3KwwE4sgCzMaKWq6QBebmX,75,Thank You (Deluxe Version),album,2017-05-12,False,0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,4
Elle King,Ex's & Oh's,63,2016,202173,70eDxAyAraNTiD6lx2ZEnH,75,Love Stuff,album,2015-02-13,False,0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,4
Thomas Rhett,Die A Happy Man,64,2016,227426,5kNe7PE09d6Kvw5pAsx23n,76,Tangled Up,album,2015-01-01,False,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,4
Post Malone,White Iverson,65,2016,256532,6eT7xZZlB2mwyzJ2sUKG6w,80,Stoney (Deluxe),album,2016-12-09,True,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,4
Nick Jonas Featuring Tove Lo,Close,66,2016,234213,3lSDIJ2abCrOdDJ6pshUap,71,Last Year Was Complicated,album,2016-06-10,False,0.654,0.623,6,-5.273,0,0.082,0.253,0,0.144,0.401,123.996,4
X Ambassadors,Unsteady,67,2016,193546,7lGKEWMXVWWTt3X71Bv44I,76,VHS,album,2015-06-30,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,68,2016,243490,4dASQiO1Eoo3RJvt74FtXB,77,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),single,2016-06-24,True,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,4
Yo Gotti Featuring Nicki Minaj,Down In The DM,69,2016,259072,5w1vhNA2OEWUQ371QzyMmM,62,The Art of Hustle (Deluxe),album,2016-02-19,True,0.791,0.634,1,-7.684,0,0.0639,0.00243,5.43e-05,0.0812,0.323,152.961,4
Tory Lanez,Luv,70,2016,228640,16Ah4QqH4mgYVXqfC4mdSd,70,I Told You,album,2016-08-19,True,0.539,0.528,11,-8.113,0,0.252,0.0108,0,0.117,0.252,190.169,4
Beyonce,Sorry,71,2016,232560,0lnIJmgcUpEpe4AZACjayW,69,Lemonade,album,2016-04-23,True,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,4
The Weeknd,Can't Feel My Face,72,2016,213520,22VdIZQfgXJea34mQxlt81,86,Beauty Behind The Madness,album,2015-08-28,False,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4
Coldplay,Hymn For The Weekend,73,2016,258266,3RiPr603aXAoi4GHyXx0uy,85,A Head Full of Dreams,album,2015-12-04,False,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4
